City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Estepona,ES,36.4276,-5.1459,62.6,67,40,25.32,scattered clouds
698,Katobu,ID,-4.9408,122.5276,75.25,91,100,1.25,overcast clouds
699,Grand Bank,CA,47.0999,-55.765,35.6,69,75,19.57,broken clouds
700,Alofi,NU,-19.0595,-169.9187,77.0,88,100,5.75,light rain
701,Mogadishu,SO,2.0371,45.3438,76.51,79,0,22.84,clear sky
702,Kasongo-Lunda,CD,-6.4667,16.8167,72.1,85,0,0.36,light rain
703,Wanxian,CN,30.8039,108.3897,49.46,82,98,1.74,overcast clouds
704,Kirkwall,GB,58.9848,-2.9587,32.0,86,75,1.14,broken clouds
705,Alyangula,AU,-13.8483,136.4192,80.6,89,40,13.71,scattered clouds
706,Zigong,CN,29.3416,104.7769,49.12,79,0,3.29,clear sky
707,Banyo,CM,6.75,11.8167,70.23,24,0,4.09,clear sky
708,Usakos,NA,-22.0,15.6,70.7,53,0,9.33,clear sky
709,Probolinggo,ID,-7.7543,113.2159,77.0,94,20,9.22,haze
710,Cortez,US,37.3489,-108.5859,37.4,48,1,3.44,clear sky
711,Boa Vista,BR,2.8197,-60.6733,93.2,43,75,17.27,broken clouds
